Employee Name,Date,In-Time,Out-Time
Michael Chen,2025-08-05,10:28,18:10
Michael Chen,2025-08-06,10:36,18:37
Michael Chen,2025-08-07,10:18,18:25
Michael Chen,2025-08-08,10:29,18:38
Michael Chen,2025-08-09,10:00,14:00
Michael Chen,2025-08-10,,
Michael Chen,2025-08-11,10:21,18:29
Michael Chen,2025-08-12,10:13,18:09
Michael Chen,2025-08-13,10:13,18:26
Michael Chen,2025-08-14,10:00,18:43
Michael Chen,2025-08-15,10:30,18:04
Michael Chen,2025-08-16,,
Michael Chen,2025-08-17,,
Michael Chen,2025-08-18,10:28,18:14
Michael Chen,2025-08-19,10:03,18:13
Michael Chen,2025-08-20,10:29,18:03
Michael Chen,2025-08-21,10:12,18:19
Michael Chen,2025-08-22,10:42,18:33
Michael Chen,2025-08-23,10:00,14:00
Michael Chen,2025-08-24,,
Michael Chen,2025-08-25,10:35,18:17
Michael Chen,2025-08-26,10:19,18:15
Michael Chen,2025-08-27,10:38,18:42
Michael Chen,2025-08-28,10:37,18:17
Michael Chen,2025-08-29,10:21,18:00
Michael Chen,2025-08-30,10:00,14:00
Michael Chen,2025-08-31,,
Michael Chen,2025-09-01,10:07,18:19
Michael Chen,2025-09-02,10:38,18:01
Michael Chen,2025-09-03,10:40,18:34
Michael Chen,2025-09-04,10:26,18:24
Michael Chen,2025-09-05,10:35,18:05
Michael Chen,2025-09-06,10:00,14:00
Michael Chen,2025-09-07,,
Michael Chen,2025-09-08,10:38,18:15
Michael Chen,2025-09-09,10:37,18:41
Michael Chen,2025-09-10,10:37,18:43
Michael Chen,2025-09-11,10:10,18:00
Michael Chen,2025-09-12,10:11,18:43
Michael Chen,2025-09-13,10:00,14:00
Michael Chen,2025-09-14,,
Michael Chen,2025-09-15,10:19,18:05
Michael Chen,2025-09-16,10:03,18:32
Michael Chen,2025-09-17,10:22,18:08
Michael Chen,2025-09-18,10:40,18:15
Michael Chen,2025-09-19,10:25,18:39
Michael Chen,2025-09-20,,
Michael Chen,2025-09-21,,
Michael Chen,2025-09-22,10:01,18:42
Michael Chen,2025-09-23,10:38,18:24
Michael Chen,2025-09-24,10:03,18:22
Michael Chen,2025-09-25,10:02,18:05
Michael Chen,2025-09-26,10:06,18:36
Michael Chen,2025-09-27,,
Michael Chen,2025-09-28,,
Michael Chen,2025-09-29,10:43,18:42
Michael Chen,2025-09-30,10:41,18:35
Michael Chen,2025-10-01,10:41,18:34
Michael Chen,2025-10-02,10:14,18:35
Michael Chen,2025-10-03,10:29,18:31
Michael Chen,2025-10-04,10:00,14:00
Michael Chen,2025-10-05,,
Michael Chen,2025-10-06,10:18,18:16
Michael Chen,2025-10-07,10:05,18:32
Michael Chen,2025-10-08,10:02,19:07
Michael Chen,2025-10-09,10:35,17:51
Michael Chen,2025-10-10,10:07,19:16
Michael Chen,2025-10-11,,
Michael Chen,2025-10-12,,
Michael Chen,2025-10-13,10:34,18:19
Michael Chen,2025-10-14,10:02,18:01
Michael Chen,2025-10-15,10:17,18:28
Michael Chen,2025-10-16,10:12,18:00
Michael Chen,2025-10-17,10:23,18:39
Michael Chen,2025-10-18,10:00,14:00
Michael Chen,2025-10-19,,
Michael Chen,2025-10-20,10:23,18:20
Michael Chen,2025-10-21,10:35,18:16
Michael Chen,2025-10-22,10:08,18:04
Michael Chen,2025-10-23,10:42,18:12
Michael Chen,2025-10-24,10:35,18:24
Michael Chen,2025-10-25,,
Michael Chen,2025-10-26,,
Michael Chen,2025-10-27,10:40,18:42
Michael Chen,2025-10-28,,
Michael Chen,2025-10-29,10:27,18:43
Michael Chen,2025-10-30,10:43,18:39
Michael Chen,2025-10-31,10:17,18:17
Michael Chen,2025-11-01,,
Michael Chen,2025-11-02,,
Michael Chen,2025-11-03,10:24,18:37
Michael Chen,2025-11-04,10:38,18:15
Michael Chen,2025-11-05,10:34,18:00
Michael Chen,2025-11-06,10:32,18:32
Michael Chen,2025-11-07,10:20,18:11
Michael Chen,2025-11-08,10:00,14:00
Michael Chen,2025-11-09,,
Michael Chen,2025-11-10,10:33,18:18
Michael Chen,2025-11-11,10:35,18:12
Michael Chen,2025-11-12,10:26,18:36
Michael Chen,2025-11-13,,
Michael Chen,2025-11-14,10:06,18:12
Michael Chen,2025-11-15,,
Michael Chen,2025-11-16,,
Michael Chen,2025-11-17,10:12,18:31
Michael Chen,2025-11-18,10:43,18:32
Michael Chen,2025-11-19,10:29,18:33
Michael Chen,2025-11-20,10:37,18:32
Michael Chen,2025-11-21,10:06,18:44
Michael Chen,2025-11-22,,
Michael Chen,2025-11-23,,
Michael Chen,2025-11-24,10:26,18:15
Michael Chen,2025-11-25,10:09,18:31
Michael Chen,2025-11-26,10:17,18:17
Michael Chen,2025-11-27,10:18,18:08
Michael Chen,2025-11-28,10:40,18:20
Michael Chen,2025-11-29,,
Michael Chen,2025-11-30,,
Michael Chen,2025-12-01,10:09,18:17
Michael Chen,2025-12-02,10:19,18:12
Michael Chen,2025-12-03,10:32,18:04
Michael Chen,2025-12-04,10:04,18:42
Michael Chen,2025-12-05,10:23,18:39
Michael Chen,2025-12-06,,
Michael Chen,2025-12-07,,
Michael Chen,2025-12-08,10:37,18:39
Michael Chen,2025-12-09,10:03,18:24
Michael Chen,2025-12-10,10:20,18:05
Michael Chen,2025-12-11,10:34,18:02
Michael Chen,2025-12-12,,
Michael Chen,2025-12-13,,
Michael Chen,2025-12-14,,
Michael Chen,2025-12-15,10:15,18:42
Michael Chen,2025-12-16,10:04,19:27
Michael Chen,2025-12-17,10:01,18:11
Michael Chen,2025-12-18,10:28,18:31
Michael Chen,2025-12-19,10:19,18:20
Michael Chen,2025-12-20,10:00,14:00
Michael Chen,2025-12-21,,
Michael Chen,2025-12-22,10:12,18:06
Michael Chen,2025-12-23,10:20,18:17
Michael Chen,2025-12-24,,
Michael Chen,2025-12-25,,
Michael Chen,2025-12-26,10:23,19:18
Michael Chen,2025-12-27,,
Michael Chen,2025-12-28,,
Michael Chen,2025-12-29,10:21,18:38
Michael Chen,2025-12-30,10:02,18:28
Michael Chen,2025-12-31,10:28,19:01
